Since-Trigger-Observed(s)	Since-Trigger-Observed(d)	Filter	Effective-Wavelength(Angstroms)	AB-Magnitude	AB-Magnitude_e	AB-Magnitude_E	Flux-Density(micro-Jankys)	Flux-Density_e(micro-Jankys)	Flux-Density_E(micro-Jankys)	Upper Limits Nature	Source
256608.00000000003	2.97	i	7481.0	20.80088293154109	0.04975714983720536	0.05021199207589433	17.363882061923892	0.7847408533791207	0.8142681292025665	No	Srivastav et al. 2025
258336.00000000003	2.99	i	7481.0	20.841901626135048	0.05970025480566221	0.05960551006258186	16.720118441299295	0.8931715326465348	0.9451178718333427	No	van Dalen et al. 2025
258336.00000000003	2.99	z	8931.0	20.520853805433315	0.059300928778821316	0.059650677275296715	22.472866808112737	1.2013623587208715	1.2615655465099576	No	Srivastav et al. 2025
267840.0	3.0999999999999996	r	6165.0	20.9750084607552	0.14650794301132564	0.1513749599399965	14.790968620528222	1.9248772367357445	2.136803069201809	No	Srivastav et al. 2025
313804.8	3.6319999999999997	r	6165.0	20.538345823030838	0.1008038743098787	0.09810999329128833	22.113713098513795	1.910628915344458	2.1514503211942526	No	Sun et al. 2025
314928.0	3.645	z	8931.0	20.25943081034891	0.2498990845349951	0.2492136987542004	28.590890081037898	5.863885663078078	7.3995626426838745	No	Sun et al. 2025
316224.0	3.6599999999999997	g-UB	4686.0	20.979542053283115			14.729336320274383			Yes-1sigma	van Dalen et al. 2025
316224.0	3.6599999999999997	i-UB	7481.0	20.541332331775124			22.052969015781862			Yes-1sigma	van Dalen et al. 2025
316224.0	3.6599999999999997	r-UB	6165.0	20.617456055691765			20.55973808202699			Yes-1sigma	van Dalen et al. 2025
316656.0	3.665	g	4686.0	20.841969048021806	0.16231514633470212	0.157132847562103	16.719080189922124	2.252721078808487	2.695966502969743	No	Sun et al. 2025
317174.39999999997	3.6709999999999994	r	6165.0	20.636889246331805	0.18651147973634252	0.19029834609522212	20.19502064456972	3.2467666797884993	3.7849635969995625	No	Sun et al. 2025
317433.6	3.6739999999999995	i	7481.0	20.591061460677395	0.13753860295164344	0.13876874205647383	21.065676751223183	2.5274615687994335	2.8449443188056778	No	Sun et al. 2025
333504.0	3.86	z	8931.0	20.25037630303046	0.01988863506702998	0.020087945575223642	28.830321059142623	0.5285052273082728	0.532983711567892	No	van Dalen et al. 2025
333504.0	3.86	r	6165.0	20.597420377424918	0.010005765157362845	0.009805443555393367	20.942660334322415	0.1882847561723301	0.193892283029264	No	van Dalen et al. 2025
333504.0	3.86	i	7481.0	20.38133835501227	0.009925977694408061	0.009939184276369417	25.55433936566977	0.23286529063037617	0.23469311048658822	No	van Dalen et al. 2025
343872.0	3.98	z	8931.0	20.260364039508445	0.060246647337478976	0.06012082312503608	28.566325745842104	1.5388146104578782	1.6299263969640607	No	Srivastav et al. 2025
343872.0	3.98	i	7481.0	20.45142725449559	0.06030529967855358	0.05972230825732794	23.956816050543065	1.2821878341547401	1.3682868161233925	No	Srivastav et al. 2025
344736.0	3.9899999999999998	r	6165.0	20.66951561362251	0.0798326220850285	0.07796660786991438	19.597187802725117	1.3579321208073447	1.4952512748615765	No	Srivastav et al. 2025
345600.0	4.0	g	4686.0	20.95707613648471	0.11831001622497084	0.12109864197686093	15.037288964028352	1.5870472648060576	1.7311854256070784	No	Srivastav et al. 2025
380160.00000000006	4.4	r	6165.0	20.712637164254993	0.29375314745341186	0.3025428404668524	18.834111408423723	4.580398797174187	5.851642390481055	No	van Dalen et al. 2025
380160.00000000006	4.4	r	6165.0	20.717498522131727	0.29626552772859327	0.3007019363393866	18.74997060267031	4.535855866469201	5.8824335874431455	No	Sun et al. 2025
381888.0	4.42	i	7481.0	20.31556581141959	0.2626498583067942	0.2501581450439829	27.150240157802855	5.587178859011409	7.430446993494554	No	Sun et al. 2025
400896.0	4.64	g	4686.0	20.989314395505588	0.17830528795675704	0.1808658873139244	14.597357414461003	2.2399351584798413	2.6053323378423365	No	van Dalen et al. 2025
400896.0	4.64	i	7481.0	20.73340523495515	0.17134153353413595	0.16684662364905734	18.477274299095075	2.63201842998139	3.1586034949189177	No	van Dalen et al. 2025
402624.0	4.66	z	8931.0	20.429770069917627	0.08074806984967964	0.0804637145355791	24.439480611672696	1.7457191176915836	1.8869026786043663	No	van Dalen et al. 2025
403315.2	4.668	i	7481.0	20.578366983926518	0.13955773083439027	0.1416257526246767	21.3134231074453	2.6064765569091044	2.923433797000771	No	Sun et al. 2025
405993.6	4.699	z	8931.0	20.58055857436343	0.08083443297424253	0.07845062306802575	21.270444725610492	1.4826989988944244	1.644053067698304	No	Sun et al. 2025
418176.0	4.84	r	6165.0	21.047597944232827	0.0297810465238868	0.02956310679325469	13.834415731244835	0.37160997998028267	0.38472134387515666	No	van Dalen et al. 2025
427680.0	4.95	i	7481.0	20.91129530469434	0.08976598177169492	0.09003529674293986	15.68490447670725	1.248210205588616	1.3519051621329523	No	Srivastav et al. 2025
428544.0	4.96	z	8931.0	20.729230376024173	0.08928012166504828	0.09099430944400666	18.54845964941246	1.4911660112485292	1.5897055075273951	No	Srivastav et al. 2025
429408.0	4.97	r	6165.0	21.028493930335237	0.31159572180233397	0.3032524919932058	14.079992645507348	3.4311739946269455	4.680347856227084	No	Srivastav et al. 2025
430272.00000000006	4.98	g-UB	4686.0	20.449542053283114			23.998449230039206			Yes-3sigma	Srivastav et al. 2025
476927.99999999994	5.519999999999999	r	6165.0	20.707433637740586	0.02900818994276122	0.029745385492908838	18.924592858167095	0.5114301549846115	0.5124333782160857	No	Sun et al. 2025
480383.99999999994	5.559999999999999	i	7481.0	21.101512253286728	0.13990594902980646	0.1368419128549334	13.164219002385439	1.5588665737725171	1.8104585071853179	No	van Dalen et al. 2025
480383.99999999994	5.559999999999999	z	8931.0	21.150743569371862	0.39883643403653934	0.39504210127496364	12.580635284925293	3.837126880817281	5.584437646652238	No	van Dalen et al. 2025
480383.99999999994	5.559999999999999	i	7481.0	21.101130297979832	0.16014211141759205	0.1598182600020408	13.168850908254894	1.8025126376405312	2.0929128041199885	No	Sun et al. 2025
481161.6	5.568999999999999	z-UB	8931.0	21.1602748716476			12.47067758940385			Yes-3sigma	Sun et al. 2025
514944.0	5.96	i	7481.0	21.239593079886795	0.263932521127316	0.2729979298923624	11.592117325574103	2.5771616427461432	3.189970440461174	No	Srivastav et al. 2025
515808.0	5.97	z	8931.0	21.268944461808907	0.24004853938933124	0.23783841283571405	11.28293835317968	2.219628032062519	2.791842159705594	No	Srivastav et al. 2025
557280.0	6.449999999999999	z	8931.0	21.28841252040084	0.2704391384437308	0.26837116907178427	11.082429875519368	2.4270422013019273	3.134657981409141	No	van Dalen et al. 2025
557884.7999999999	6.456999999999999	z-UB	8931.0	20.960274871647602			14.993052141320604			Yes-3sigma	Sun et al. 2025
573696.0	6.64	i	7481.0	20.911253004352517	0.09841077535800125	0.1001381663698595	15.685515582909652	1.381975685363561	1.4881542165441317	No	van Dalen et al. 2025
830304.0	9.61	i	7481.0	21.880872504156578	0.09866184618660157	0.09954114080193222	6.421714570575413	0.5625655756533977	0.6108825224941997	No	van Dalen et al. 2025
922752.0	10.68	r	6165.0	22.565222239056144	0.19980010740427545	0.20062811851695272	3.4190945000361146	0.5768603216981747	0.6908044820861088	No	van Dalen et al. 2025
1184544.0	13.709999999999999	i	7481.0	22.18119175856753	0.14674186371525622	0.14750630982421953	4.86993647969089	0.6186460736732499	0.7047447946886471	No	van Dalen et al. 2025
1318291.2	15.258	i-UB	7481.0	21.34133233177512			10.555214596011862			Yes-3sigma	Sun et al. 2025
1318464.0	15.26	z-UB	8931.0	20.560274871647604			21.671553849932195			Yes-3sigma	Sun et al. 2025
1323820.7999999998	15.321999999999997	g-UB	4686.0	20.579542053283113			21.29036851401725			Yes-3sigma	Sun et al. 2025
1325808.0	15.344999999999999	i-UB	7481.0	19.64133233177512			50.52043336574455			Yes-3sigma	Sun et al. 2025
1326240.0	15.35	z-UB	8931.0	18.8602748716476			103.72657819968154			Yes-3sigma	Sun et al. 2025
1343520.0	15.549999999999999	g	4686.0	23.850525087558317	0.3984038308629998	0.3980839765956361	1.0466222545035628	0.32125762495099947	0.4639847611272737	No	van Dalen et al. 2025
1344384.0	15.559999999999999	r	6165.0	22.549087348593286	0.15247663898134434	0.14933277237104292	3.470284340945394	0.4459350224275194	0.5232343095135522	No	van Dalen et al. 2025
1345248.0	15.569999999999999	i	7481.0	22.030769274919255	0.08011296492948716	0.07961291434414619	5.593611378324432	0.3954815251708163	0.42834321009494436	No	van Dalen et al. 2025
1346112.0	15.58	z	8931.0	21.90055203112557	0.28788532970023084	0.286465417420775	6.30636622436724	1.4624901820700837	1.9147979196905438	No	van Dalen et al. 2025
1506816.0	17.439999999999998	i-UB	7481.0	22.041332331775124			5.539455364524391			Yes-3sigma	Sun et al. 2025
1550880.0	17.95	r	6165.0	22.80765264931741	0.2072251373961791	0.20937869258010267	2.734884189303795	0.47967172458697754	0.5751234433846832	No	Srivastav et al. 2025
1551744.0	17.96	i	7481.0	22.232394563224048	0.2111349529256188	0.20955868835804736	4.645603869396097	0.8154281445397576	0.9972155991856814	No	Srivastav et al. 2025
1552608.0	17.97	z	8931.0	22.27794935851106	0.2581176028619083	0.26191608026807955	4.4547184081817095	0.9548330048173405	1.1955268272124457	No	Srivastav et al. 2025
1598400.0	18.5	r	6165.0	22.877264521832025	0.049576633463544795	0.04977091860604688	2.565040290873576	0.11492893143313289	0.11983949189200868	No	van Dalen et al. 2025
1598400.0	18.5	z	8931.0	22.591105439830653	0.05953425671488333	0.0592913764264722	3.3385495327004175	0.17742741461140085	0.18817490149373514	No	van Dalen et al. 2025
1598400.0	18.5	g	4686.0	23.779742144406278	0.04954124975374796	0.04975824739518231	1.1171285273673506	0.050041492417384065	0.05215449025116855	No	van Dalen et al. 2025
1598400.0	18.5	i	7481.0	22.20100019987003	0.08132962218059703	0.07892324165667475	4.781893726391908	0.33526751797760984	0.3719562075596993	No	van Dalen et al. 2025
1605484.8	18.582	i	7481.0	22.18208611852647	0.10961356785270837	0.10884310776187434	4.865926589526207	0.4641468258089843	0.5169073217586325	No	Sun et al. 2025
1689379.2000000002	19.553	z	8931.0	22.390114213986635	0.13791262546307692	0.1391982579914881	4.017485467119083	0.48341657535086185	0.5441372693062126	No	Sun et al. 2025
1691711.9999999998	19.579999999999995	i	7481.0	22.020461135649256	0.0799586517412898	0.07995044538514762	5.646970848073574	0.4008853092238662	0.4315653380495467	No	van Dalen et al. 2025
1897344.0	21.959999999999997	r-UB	6165.0	22.407456055691764			3.953826225410553			Yes-3sigma	Srivastav et al. 2025
1898208.0	21.97	i	7481.0	22.100709795752454	0.3050751064901185	0.3098559515387791	5.2446448161158665	1.3021266683941866	1.7015366446685052	No	Srivastav et al. 2025
1899072.0	21.98	z	8931.0	21.982741120917495	0.3087285289612858	0.3028092340353581	5.846602281772929	1.4229614506000348	1.9229315695755633	No	Srivastav et al. 2025
2051135.9999999998	23.739999999999995	r	6165.0	22.856870117609844	0.04924452512183919	0.05002345855448098	2.613677221507307	0.11768878194136749	0.12127512100898813	No	van Dalen et al. 2025
2052000.0	23.75	i	7481.0	22.191124644218597	0.05920593323549994	0.06018660443969637	4.825586916189383	0.260221963241322	0.2704494156017628	No	van Dalen et al. 2025
2052000.0	23.75	g	4686.0	24.049851494437423	0.09927156819056648	0.09982121155467993	0.8710827273761113	0.0765150071572379	0.08339990292875163	No	van Dalen et al. 2025
2052864.0000000002	23.76	z	8931.0	22.560743297073994	0.1485098103022544	0.14822729839915993	3.433228279658311	0.4381252819049964	0.5032386320186336	No	van Dalen et al. 2025
2206656.0	25.54	r	6165.0	23.217705844019534	0.27522806585684734	0.2777464255133175	1.8746390637894377	0.42313220441248905	0.5408712086428786	No	van Dalen et al. 2025
2207520.0	25.549999999999997	i	7481.0	22.35094536911202	0.1302592231431916	0.13040727861935508	4.1650656613597725	0.4713884420677015	0.5309068022515454	No	van Dalen et al. 2025
2635200.0	30.5	i-UB	7481.0	22.34133233177512			4.202106617403271			Yes-3sigma	Sun et al. 2025
2933280.0000000005	33.95	i	7481.0	22.589486273576274	0.13807347565214556	0.14294617091965378	3.343532050164242	0.41245643637010126	0.45341797363261727	No	van Dalen et al. 2025
3496608.0	40.47	i	7481.0	22.97177696960968	0.10025995951043853	0.09888298114184835	2.351198046195031	0.20467270634532359	0.22745668358382792	No	van Dalen et al. 2025
3531168.0	40.87	i	7481.0	23.102668911418096	0.2862503585381013	0.28464733815843246	2.084166617496115	0.4806498698007785	0.6287258447122261	No	Srivastav et al. 2025
3532896.0	40.89	z	8931.0	22.58919194367048	0.217016120634284	0.21960326798893703	3.3444385641301477	0.6124308874389381	0.7399746359176083	No	Srivastav et al. 2025
3768768.0	43.62	i-UB	7481.0	21.14133233177512			12.69015910853972			Yes-1sigma	van Dalen et al. 2025
3771360.0	43.65	r-UB	6165.0	21.817456055691764			6.807969128490038			Yes-3sigma	Sun et al. 2025
3773088.0	43.669999999999995	g-UB	4686.0	22.529542053283112			3.533321684038381			Yes-3sigma	Sun et al. 2025
3774816.0	43.69	r-UB	6165.0	22.217456055691766			4.709963892149369			Yes-3sigma	Sun et al. 2025
3777408.0	43.72	i	7481.0	23.080823665488392	0.18694228303672844	0.1864367238829452	2.126525201000977	0.3355241353665495	0.39955681558982886	No	Sun et al. 2025
3876768.0	44.87	i	7481.0	23.28902908712681	0.34647023512725994	0.3509255008728367	1.7554496015617105	0.4848223515565787	0.659880307116264	No	Srivastav et al. 2025
3878496.0	44.89	z	8931.0	22.612262837581326	0.20862866838103145	0.20896301433743858	3.2741220524823427	0.5732148697055858	0.6936465123770181	No	Srivastav et al. 2025
4222368.0	48.87	i	7481.0	23.33478113676334	0.3290895756216763	0.32389828681368016	1.6830132905244424	0.434111665688117	0.5958767770095281	No	Srivastav et al. 2025
4224096.0	48.89	z	8931.0	22.627518236103192	0.24506091282452758	0.24774185363795098	3.2284398968571604	0.6586597825156143	0.8174780487309307	No	Srivastav et al. 2025
4314816.0	49.94	g	4686.0	25.862156176661106	0.21110283998897117	0.20801430991368264	0.16411093865858734	0.028613275470059665	0.035221814575210855	No	Sun et al. 2025
4448736.0	51.489999999999995	z	8931.0	23.39951113994782	0.07926648104207601	0.07796368866613079	1.5856069619928306	0.10986621592650117	0.12009102316322018	No	van Dalen et al. 2025
4448736.0	51.489999999999995	i	7481.0	23.640212309758915	0.05842198600202053	0.060910150397255336	1.270325675702448	0.06930352865891878	0.0702269588459143	No	van Dalen et al. 2025
4448736.0	51.489999999999995	r	6165.0	24.226685348039283	0.05926962548490167	0.06020561753229359	0.7401604255852948	0.03992574907963727	0.041528053189995175	No	van Dalen et al. 2025
4448736.0	51.489999999999995	g	4686.0	25.23055415949545	0.13034422757741382	0.12801421069919883	0.2936150660677206	0.03265584227093526	0.03745203593279292	No	van Dalen et al. 2025
4567968.0	52.87	i	7481.0	23.30320501381727	0.3129843451411851	0.3054021616568434	1.7326785320269993	0.4248309619790339	0.5789163942910928	No	Srivastav et al. 2025
4569696.0	52.89	z	8931.0	23.0973303926499	0.31669310931937034	0.3182424045352903	2.094439611396739	0.5321164135523065	0.7093478337241831	No	Srivastav et al. 2025
6468768.0	74.86999999999999	r	6165.0	24.200478811383928	0.26976297499127355	0.2675482594240499	0.7582431150376324	0.16560555617758316	0.21386297847323343	No	Srivastav et al. 2025
6470496.0	74.89	i	7481.0	23.698322777481735	0.2812006362240993	0.28123943769143267	1.2041231027482193	0.27478206744230227	0.3559722511961038	No	Srivastav et al. 2025
6472224.0	74.91	z	8931.0	23.008889824596107	0.26792372262758946	0.2676670244542443	2.272186997108778	0.496455653863175	0.6359412804352458	No	Srivastav et al. 2025
6965568.0	80.61999999999999	r	6165.0	24.57609035866814	0.15841944169068967	0.15865500467423388	0.5364927489420157	0.07293712468768974	0.08427855557950771	No	van Dalen et al. 2025
6965568.0	80.61999999999999	i	7481.0	23.950682038835126	0.12959182580033257	0.12898696296210588	0.9543928662433854	0.10690712624508167	0.12099198619596416	No	van Dalen et al. 2025
6965568.0	80.61999999999999	z	8931.0	23.66821769449963	0.15751075893170352	0.16115830441080803	1.2379779864818485	0.1707686882810205	0.19327770259893925	No	van Dalen et al. 2025
8084447.999999999	93.56999999999998	i-UB	7481.0	24.52133233177512			0.5642441528814712			Yes-3sigma	Srivastav et al. 2025
